codigo,nome,categoria,faixa_preco,endereco,municipio,uf,codigo_bairro
640262139515888,Rancho 75,Bar,0,"Emancipadores do Municipio 444, 13295000 Itupeva",Itupeva,SP,
319115348258761,Bugallus Bugallus,Grocery Store,0,"Rua Benjamin constant,1225, 13250-030 Itatiba",Itatiba,SP,
618968604843520,"Romera Doces, café e sabor","Dessert Shop, Coffee Shop",0,"Rua Floriano Peixoto, 893, 13450-022 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
767409123283252,2 Vizinhos Choperia & Restaurante,"Tapas Bar & Restaurant, Beer Garden, Wine Bar",0,"AV. Senador Lacerda Franco 787, 13250400 Itatiba",Itatiba,SP,
273048772820586,Claudia Bolos & Doces,Dessert Shop,0,"Av. Antônio Raimundo de Oliveira N°380 - Jd Mirim, 13216645 Jundiaí",Jundiaí,SP,
1364832993547418,Boteco Ponto 1,Pub,0,"Avenida Monte Castelo , 464, 13450-031 Santa Bárbara Do Oeste, Sao Paulo, Brazil",Santa Bárbara do Oeste,SP,
719580414732005,China Express,Cantonese Restaurant,1,"1299  Avenida Rebouças, 13170-023 Sumaré",Sumaré,SP,3552403001
616413545127219,Restaurante Lagoa dos Patos,"Beer Garden, Cafeteria, Buffet Restaurant",0,"Rod. Anhanguera Km 50 - marginal (sentido capital-interior), 13201-009 Jundiaí",Jundiaí,SP,
1507598719456407,Vieira Do Japy,Breakfast & Brunch Restaurant,0,"Estrada Da Fazenda Caracol, 13315-000 Cabreúva",Cabreúva,SP,
262662527268437,Daruma ink,Sushi Restaurant,0,"Rua Oito, 13474-293 Americana",Americana,SP,
190969081291841,Berna,"Grocery Store, Food Wholesaler",0,"Rua Atílio Biscuola, 999, 13.290-000 Louveira",Louveira,SP,
776370075846290,Casa de Carnes Tamandaré,"Food & Beverage, Local Service",0,"Rua Almirante Tamandaré  127, 13334200 Indaiatuba",Indaiatuba,SP,
415960835217163,ShowcolateFestas & Fogaça Buffet,"Caterer, Dessert Shop",0,"R: Letonia, 209, Jardim Europa, 13455536 Santa Bárbara Do Oeste, Sao Paulo, Brazil",Santa Bárbara do Oeste,SP,
1428843397368841,Irmãos Henrique,"Beer Garden, Grocery Store",0,"Av Humberto Cereser Jardim caxambu, 13218711 Jundiaí",Jundiaí,SP,
412566978786503,Loja da Fábrica da Companhia das Ervas,"Specialty Grocery Store, Apparel & Clothing",0,"Rua Araújo Campos, 524., 13260-000 Morungaba",Morungaba,SP,
661524180563615,Padaria e confeitaria Mega Mania,"Bakery, Grocery Store",0,"Wilfredo tetzner 1006 recanto alvorada, 13481427 Limeira",Limeira,SP,
266761780367699,Vanilla Ice Sorveterias - Pedreira,"Ice Cream Shop, Shopping & Retail, Fast Food Restaurant",0,"Rua Cananeia, 272 Jardim Triunfo, 13920000 Pedreira",Pedreira,SP,
1523923877906797,Depósito jj bebidas & cia,"Cafeteria, Shopping District, Wine Bar",0,"Rua Vinte e Cinco de Dezembro nº 884, 13150-000 Cosmópolis",Cosmópolis,SP,
1645043819044213,Márcia Manzatto Pães e Bolos Artesanais,"Grocery Store, Restaurant",0,"Rua João Ferraz de campos 195 Santa Luzia, 13450-353 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
297484167328482,AÇAÍ Energia,"Gelato Shop, Health Food Restaurant",0,"Av. Charles Keese Dodson, Planalto do Sol ll, 13453-830 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
500097180007680,Botequim da Estação,"Brazilian Restaurant, Train Station, Travel Company",0,"Centro Cultural, 13820000 Jaguariúna",Jaguariúna,SP,
978969725535845,BILLY BURGER,"Burger Restaurant, Food & Beverage Company",0,"Av. Emancipadores Do Município, 356, Sala 1, Centro, 13295000 Itupeva",Itupeva,SP,
232111730283578,Kroc's Torresmo,"Foodservice Distributor, Restaurant Wholesaler",0,"Rua Visconde do Rio Branco, 62, 13930000 Serra Negra",Serra Negra,SP,
1713815578757024,La Belle Clássica,"Bakery, Coffee Shop, Family Style Restaurant",0,"R Julio Prestes, 160, 13230-200 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
703107283071502,Total Atacarejo,Foodservice Distributor,0,"Rua Antonio João Abdalla, 140 - Cidade Industrial, 13.456-168 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
767750679953703,Marques Lanchonete e Pizzaria,"Pizza Place, Diner, Fast Food Restaurant",0,"Avenida Quinze de Novembro Nª 1170, 13160000 Artur Nogueira",Artur Nogueira,SP,
588082514734025,Safra Superatacado,"Food Wholesaler, Food & Beverage Company, Business Service",0,"Avenida Duque de Caxias, 2395, 13223025 Várzea Paulista",Várzea Paulista,SP,
107209306099402,Centro de Eventos Antiga Lival,Food & Beverage,0,"antiga lival, 13484-130 Limeira",Limeira,SP,
174647426217408,Adega Galvão,"Wine Bar, Pub, Wine, Beer & Spirits Store",0,"Av.Maria Negrine Negro, 13218-745 Jundiaí",Jundiaí,SP,
1551867601801885,Página DOCAM Festas,Candy Store,0,"Antônio Angelino Rossi, 458, 13348290 Indaiatuba",Indaiatuba,SP,
170361659744569,Jussara's Buffet,"Restaurant, Food & Beverage Company",0,"Rua Joaquim Nabuco 1.7.2., 13320-370 Salto",Salto,SP,
689962361076419,Lanchonete Helukar,"Food & Beverage, Social Service",0,"Alfredo grossi 72, 13350000 Elias Fausto",Elias Fausto,SP,
254607794621358,Ki Sabor,Candy Store,0,13295000 Itupeva,Itupeva,SP,
280557178750542,Buenos Sabores Gastronomia,Restaurant,0,"Rua 7 de Setembro, 286, 13930-000 Serra Negra",Serra Negra,SP,
1562875333931711,Bistrô dos Cheffs,"Brazilian Restaurant, Food & Beverage Company",0,"Avenida Brasil, Nº 587 - Centro, 13295-000 Itupeva",Itupeva,SP,
1445679132344234,Sorveteria CÉU AZUL,"Ice Cream Shop, Restaurant",0,"R João Dadona n 667 nova suíça próximo ao quesada MT de construção, 13.481-860 Limeira",Limeira,SP,
362599483877366,Chef Boulanger Rafael Ventura,"Bakery, Dessert Shop, Grocery Store",0,"Av. Expedicionários Brasileiros, 456, 13256-400 Itatiba",Itatiba,SP,
1656612757991190,Xoco Mania,"Caterer, Performance & Event Venue",0,"Rua vesuvio n:246, 13327-280 Salto",Salto,SP,
1035636656504541,Choperia e Petiscaria Pinguins,Pub,0,"Avenida Presidente Washington Luiz 380 Vila Tavares, 13230-110 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
1644846522397351,Açairia,Restaurant,0,"Rua Dona Margarida, 806, Centro, 13450-005 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
1694794127417381,Pururucas Louveira,"Pizza Place, Brazilian Restaurant",0,"Rua Airton A Pagotto, 40, 13.290-000 Louveira",Louveira,SP,
230608964056719,Pallet's Bar,Bar,0,"R: Francisco Tasso, 51, Jd. Andrade, 13920-000 Pedreira",Pedreira,SP,
130418103782267,Supermercearia Moraes,"Grocery Store, Bakery, Local Business",0,"Rua Sebastião Canesso,98, 13920000 Pedreira",Pedreira,SP,
380105748752160,Sorvete Americano e Garapa - Cosmópolis,Ice Cream Shop,0,"Rua: Pedro Bramucci, n°63, Cosmópolis - SP, Brasil, 13.150-000 Cosmópolis",Cosmópolis,SP,
375685636098406,Meninas Lanches,Burger Restaurant,0,"Rua, quatro, 189, jardim nova alvorada, 13190000 Monte Mor",Monte Mor,SP,
805819422795085,Empório Pedrassi,Grocery Store,0,"295  Avenida Brasil, 13295-000 Itupeva",Itupeva,SP,
1065492916854817,Império Lounge Bar & Restaurante,"Family Style Restaurant, Pub",0,"Av. Gioconda Cibin, 371, Jd. Brasília, 13468800 Americana",Americana,SP,
1798062593740859,Badah loo,Food & Beverage,0,"Rua dr Jorge Latour( rua coberta), 13825000 Holambra",Holambra,SP,
207387645994920,Supermercado Moura,"Grocery Store, Shopping & Retail",0,"Rua Juvenal Lopes de Camargo, 22 - Centro - Jarinu/SP, 13240000 Jarinu",Jarinu,SP,
821695314589182,Pesqueiro Rancho Tropical,Pub,0,"Rua José Revel, 13320-020 Salto",Salto,SP,
753052421398210,Sucos da Serra,"Cafeteria, Health Food Store, Food & Beverage Company",0,"via de acesso rodovia SP-332, 13226-400 Várzea Paulista",Várzea Paulista,SP,
292634720947660,Pizzaria A Camponesa,"Pizza Place, Grocery Store",0,"Rua Costa Rica, 13322-184 Salto",Salto,SP,
965171783581024,Saude Leve Delivery,Grocery Store,0,"Rua Maranhão, 13820-000 Jaguariúna",Jaguariúna,SP,
800485699975687,Fênix Decorações e Arranjos Florais,Buffet Restaurant,0,"Capitão Andrade, 1383000 Santo Antônio de Posse",Santo Antônio de Posse,SP,
1637709443152116,Loja dos Doces,"Candy Store, Retail Company",0,"Rua Rui Barbosa, n° 476 - Centro, 13160000 Artur Nogueira",Artur Nogueira,SP,
1580209512231670,Kely Cris Cake Designer,"Candy Store, Grocery Store",0,"Avenida Antonio Pincinato 1500, 13211771 Jundiaí",Jundiaí,SP,
812136628877759,Fruta no Palito,"Ice Cream Shop, Food & Beverage Company",0,"Rua Armando Steck, Centro, 13295000 Itupeva",Itupeva,SP,
512739142221107,Recanto Do Camanducaia,"Gastropub, Bar",0,"Estrada Municipal Fioravante Carlotti, Pedreira",Pedreira,SP,
1578566882469431,Padaria Buyu,"Grocery Store, Dessert Shop, Bakery",0,"Rua 7 de Setembro, 178 / centro, 13150000 Cosmópolis",Cosmópolis,SP,
654242931290375,Espaço Mont'carnes Buffet,Food & Beverage,0,"Rua Humberto Lixandrão, 13910-000 Monte Alegre do Sul",Monte Alegre do Sul,SP,
720649941324920,Espetinho do Mauricio,"Bar & Grill, Beer Garden",0,"Rua Primo José Mattioni, 772  - Jd. Eldorado, 13343-400 Indaiatuba",Indaiatuba,SP,
1414380392171128,Padaria e Confeitaria Ferpão,Bakery,0,"Av: Emilio Chechinato n° 375, 13295000 Itupeva",Itupeva,SP,
1489948241334667,Frutas DuPé,"Fruit & Vegetable Store, Organic Grocery Store",0,Jundiaí,Jundiaí,SP,
214650112236922,Elias Lanches,Cafeteria,0,"Rua: Maximino Camargo nº 117  Bairro: Barra Mansa, 13260-000 Morungaba",Morungaba,SP,
947389702047086,Imperio Festas Buffet,"Caterer, Party Entertainment Service, Event",0,"Avenida Jose da Annunciação Fiorentini nº491 Jardim Parque Avenida, 13482-244 Limeira",Limeira,SP,
706945976105696,Adega e Restaurante Beraldo di Cale,"Restaurant, Food & Beverage Company",0,"Estrada de Jarinu - Km 12 - Caxambú, 13214-173 Jundiaí",Jundiaí,SP,
906934696004482,Firenze sorveteria Jaguariúna/SP.,Ice Cream Shop,0,"Av. Tiradentes, 150, Parque Santa Maria, 13820000 Jaguariúna",Jaguariúna,SP,
461652354020552,Banqueteria Brasil,"Buffet Restaurant, Event Planner, Caterer",0,"Rua Pará, 295 - Jardim Tarumã, 13216-602 Jundiaí",Jundiaí,SP,
871092866294552,Avelã Ateliê Gastronômico,"Food & Beverage, Food & Beverage Company",0,"Rua Elias Aquim, 42, 13255503 Itatiba",Itatiba,SP,
667392873374923,Baitacao,"Diner, Arts & Entertainment",0,"rua aderaldo ferreira do araujo,160, 13474534 Americana",Americana,SP,
210298919478155,Varejão São Francisco,Grocery Store,0,"Rua do Trabalhador, 81, 13920000 Pedreira",Pedreira,SP,
371655522955250,Sorveteria Ice Bom,"Ice Cream Shop, Diner, Grocery Store",0,"Rua Geraldo Burck, 13290000 Louveira",Louveira,SP,
792177910902107,Rei da pizza indaiatuba,"Pizza Place, Grocery Store",0,"Antônio Angelino Rossi (ant.80) 625, 13348290 Indaiatuba",Indaiatuba,SP,
1063331017013340,Boteco Santos Dumont,"Brewery, Pub, Restaurant",0,"Av. Presidente Kennedy, 1022 Cidade Nova, 13334-170 Indaiatuba",Indaiatuba,SP,
250464888325751,Avenida Dois,"Food & Beverage, Arts & Entertainment, City Infrastructure",0,"Avenida Dois, Limeira",Limeira,SP,
186244665188338,Arca do Sol - Café Rock Blues & Bar,"Bar, Performance Art, Musician",0,"Maria Ângel, 269, 13820000 Jaguariúna",Jaguariúna,SP,
165534376975328,Restaurante Chácara de Minas,Buffet Restaurant,0,"Av. Coronel Antônio Estanislau do Amaral 140, 13341-700 Indaiatuba",Indaiatuba,SP,
172026523332937,King Crispy,Restaurant,0,"Rua Leonardo Cavalcanti, 190, Jundiaí",Jundiaí,SP,
608348269235971,Pub do helio,Pub,0,"Rua jose marchi 304 sao jose, 13295000 Itupeva",Itupeva,SP,
1061324693881227,Sucos e Frutas Burch - Restaurante,Brazilian Restaurant,0,"Avenida José Luiz Mazali 113, 13290-000 Louveira",Louveira,SP,
275173256214570,Yakissoba DA FACUL,"Chinese Restaurant, Fast Food Restaurant",0,"RUA JOSÉ WEISSOHN, 166 - NO ESTACIONAMENTO DO SUPERMERCADO PAULISTÃO, 13322-100 Salto",Salto,SP,
507922515886223,Rotisseria Sabor & Cia,Restaurant,0,"Rua Antônio de Souza Perez, 551, 13150-000 Cosmópolis",Cosmópolis,SP,
407373402702146,FINEsse DOCes FINos,"Candy Store, Grocery Store, Cupcake Shop",0,"Rua Mario barreto, 13251-561 Itatiba",Itatiba,SP,
938313619533994,Romilda  doces e Salgados,"Cupcake Shop, Grocery Store",0,"rua pedro  maion, 13820-000 Jaguariúna",Jaguariúna,SP,
1769060163407663,DUDU Burguer,"Sandwich Shop, Burger Restaurant, Food & Beverage Company",0,"Ângelo Bernuci  424, 13240000 Jarinu",Jarinu,SP,
995831600474722,Feira Do Rolo De Jaguariuna,"Farmers Market, Shopping & Retail",0,"rua franco 627 jd planalto, 13820000 Jaguariúna",Jaguariúna,SP,
201106633379180,Chocomix Bolos e Doces de Salto,"Grocery Store, Dessert Shop",0,"rua: 9 de julho,numero: 1374 ,bairro: vila nova, 13322-000 Salto",Salto,SP,
938976212818676,Cor de Café Indaiatuba,"Coffee Shop, Fast Food Restaurant, Food & Beverage Company",0,"Av. dos Trabalhadores 116 sala 07, 13338-050 Indaiatuba",Indaiatuba,SP,
1418334568431395,Cantina do Aldo,Italian Restaurant,0,"Avenida Nossa Senhora da Abadia, 13290-000 Louveira",Louveira,SP,
1683971301836189,La bella's pizzaria esfiharia panquecas e batata recheada delivery,"Restaurant, Food & Beverage Company",0,"xv de novembro, centro Pedreira",Pedreira,SP,
226191617582228,Lela Pub,"Pub, Restaurant",0,"Travessa Agostinho de Oliveira, 13930-000 Serra Negra",Serra Negra,SP,
1625400267720080,Pesqueiro Tamuatoa,"Cafeteria, Lake, Fishing Store",0,"rua levilier garcia n 800 pq internacional, 13231-700 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
263471707003807,Dolce Famiglia,"Coffee Shop, Restaurant, Bakery",0,"Rua Atílio Lanfranchi, 13256-110 Itatiba",Itatiba,SP,
183706188636648,Picnic Buffet,"Caterer, Buffet Restaurant",0,"Xavantes 32, 13323-156 Salto",Salto,SP,
492149641130271,Supermercado Santo Anjo,Supermarket,0,"Rua Rui Barbosa, 643, 13160000 Artur Nogueira",Artur Nogueira,SP,
175155482662977,Tonho Lanches,"Burger Restaurant, Diner, Fast Food Restaurant",0,"875  Rua Vinte e Quatro de Outubro, 13160-000 Artur Nogueira",Artur Nogueira,SP,
452466831511971,Supermercados Terin,Grocery Store,0,"Avenida Orlando Audrai Barros Bueno, 13905-600 Amparo, Sao Paulo, Brazil",Amparo,SP,
975429875804311,Natural Store Brasil,Health Food Store,0,"Rua Carlos Gomes, 857 - Centro, 13480-011 Limeira",Limeira,SP,
1544637162221000,Cabana Grill,"Buffet Restaurant, Salad Bar, Barbecue Restaurant",0,"Av. Emílio Chechinato, 4101, 13295000 Itupeva",Itupeva,SP,
1581477252123511,RedBlack - Beer and Food,"Gastropub, Pub, Arts & Entertainment",0,"Rua Francisco Cabrino 558, 13160000 Artur Nogueira",Artur Nogueira,SP,
183628722038491,Pastelaria do Luiz,"Fast Food Restaurant, Cafeteria",0,"R. Santa Joséfa, 105 - Centro, 13480-732 Limeira",Limeira,SP,
485486041582574,Pé de Brigadeiro,"Grocery Store, Dessert Shop",0,"Coronel Estanislau do Amaral, 13341-700 Indaiatuba",Indaiatuba,SP,
322455231277780,CASTELLI,"Pizza Place, Grocery Store",0,"Rua Luiz Pântano ,  838, 13481-388 Limeira",Limeira,SP,
1486623944975087,ViviChantilly,Candy Store,0,"Avenida David Brunholi, Jundiaí",Jundiaí,SP,
824494237664648,Vibe Lounge Bar,"Bar, Cafeteria, Fast Food Restaurant",0,"Rua 21 de Abril nº31, 13350-000 Elias Fausto",Elias Fausto,SP,
1381058232116723,L & L Confeitaria e Panificadora,"Cupcake Shop, Grocery Store, Cafe",0,"Av . Perimetral n.  102, 13830000 Santo Antônio de Posse",Santo Antônio de Posse,SP,
466060713598734,Fabbri Brasil,"Ice Cream Shop, Cafe, Dive Bar",0,"R. Américo Simões, 199, 13295-000 Itupeva",Itupeva,SP,
1576515009267755,Tenda dos Doces e Salgados / Souza & Fabrini,"Grocery Store, House Sitter, Dessert Shop",0,"rua nicola lala, 13830-000 Santo Antônio de Posse",Santo Antônio de Posse,SP,
319914141518016,Gellato's Mel - Loja 3,"Ice Cream Shop, Grocery Store",0,"Rua das Orquídias, nº.17, 13290-000 Louveira",Louveira,SP,
1744454975811928,Mary docinhos e bolos decorados,"Grocery Store, Cupcake Shop",0,"Osório leite de camargo, 13476-600 Americana",Americana,SP,
935978566535815,Gts Distribuidora,"Food Wholesaler, Retail Company",0,"Av Dr Adilson Rodrigues  2515, 13211685 Jundiaí",Jundiaí,SP,
720119414724025,Supermercado Bonetto,"Grocery Store, Big Box Retailer, Food & Beverage Company",0,"Rua Ivan Maya de Vasconcelos, 13920-000 Pedreira",Pedreira,SP,
231860007188481,CaraMelada's,"Dessert Shop, Grocery Store",0,"Rua Cidade jardim, 13465000 Americana",Americana,SP,
415287665252243,Delicias da D. Sônia,"Grocery Store, Shopping & Retail",0,"Rua Primeiro de janeiro,1276, 13160000 Artur Nogueira",Artur Nogueira,SP,
1374640442815191,"Morangão sucos,lanches e frutas","Restaurant, Grocery Store",0,"rodovia edgar m zambotto km 78, 13240000 Jarinu",Jarinu,SP,
759332854193380,Bar e lanchonete Big-Head Serginho Lanches,"Bar, Cafeteria, Restaurant",0,"Av.Eloy Argemiro Carniato n 89 Engenho, 13255-600 Itatiba",Itatiba,SP,
116996168735872,Casa de Carnes Camareli Cabreúva,"Butcher Shop, Grocery Store, Market",0,"Rua Maranhão, 484, 13318-000 Cabreúva",Cabreúva,SP,
141486663061919,Casa de Carnes Nova Aliança,"Butcher Shop, Market",0,"Rua Serafim Abib, 660, 13820-000 Jaguariúna",Jaguariúna,SP,
1510136279277076,Marie Cake,"Cupcake Shop, Coffee Shop, Food & Beverage Company",0,"avenida das Bandeiras, 659, Salto",Salto,SP,
1425116241134600,Butique do Chopp,"Wine, Beer & Spirits Store, Shopping & Retail",0,"Avenida Adherbal da Costa Moreira, 738 - Centro, 13231-190 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
316996511690209,Grandão's Lanches,"Cafeteria, Food & Beverage Company",0,"Rua Antônio Ricci N•10 (Rua da feira de domingo), 13930000 Serra Negra",Serra Negra,SP,
1052597174779248,Maromba Gourmet,"Health Food Restaurant, Health Food Store",0,"Rua das Angélicas, 13466630 Americana",Americana,SP,
785023814864151,MC Lanches,"Cafeteria, Restaurant, Smoothie & Juice Bar",0,"Av. João Luiz Mazer 394, 13469750 Americana",Americana,SP,
200062170103067,Bar Beira Rio - Bar do Marcão,"Bar, Diner",0,"Via José Santarosa Km 10 - Frades, 13480-970 Limeira",Limeira,SP,
268075233375216,Zoobaboo Buffet Infantil,"Caterer, Event Planner, Arts & Entertainment",0,"Avenida Fernão Dias Paes Leme 2486, 13220005 Várzea Paulista",Várzea Paulista,SP,
1558300724398045,Dolce Madre,"Dessert Shop, Shopping & Retail, Food & Beverage Company",0,"Rua Terezina, 44, Agapeama, 13203-071 Jundiaí",Jundiaí,SP,
420561407999364,Restaurante Deperon,Restaurant,0,"Rua Orlando Modolo 264, 13487162 Limeira",Limeira,SP,
132351953628183,Kyki Delicia,Dessert Shop,0,"Rua das Azaléia,402, Cidade Jardim, 13467-303 Americana",Americana,SP,
1041854329184148,PJ Lanches,"Grocery Store, Cafeteria, Shopping & Retail",0,"Rua Jundiaí-Centro Itupeva  N°232, 13295000 Itupeva",Itupeva,SP,
1413328958923304,Espaço Vida Saudável Bairro Sto. Antônio - Priscila Nascimento,Grocery Store,0,Louveira,Louveira,SP,
1602284790063931,Tonel Beer,"Pub, Gastropub",0,"Avenida Conceição, 1252, 13335-410 Indaiatuba",Indaiatuba,SP,
259219907467560,BOCÃO LANCHES,Cafeteria,0,"Rua Emancipadores do Municipio ao lado do Russi, 13295-000 Itupeva",Itupeva,SP,
145838762229018,Affonso's Buffet,"Buffet Restaurant, Performance & Event Venue, Professional Service",0,"Rua Olívio Moro 447, Várzea Paulista",Várzea Paulista,SP,
576655352379315,Bar do Val,Pub,0,"Rua João Lino 450 - Centro, 13450-033 Santa Bárbara Do Oeste, Sao Paulo, Brazil",Santa Bárbara do Oeste,SP,
351103558609783,Supermercado Barbarense,"Supermarket, Food & Beverage Company",0,"Rua dos Tupis, 638, 13456 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
685724704806598,Pizzaria Bella Firenze Itupeva,Pizza Place,0,"Av. Itália, 510 - Centro, 13295000 Itupeva",Itupeva,SP,
589751761132930,Keilynha Lanchonete,"Diner, Ice Cream Shop",0,"Rua: Maceió, N°544, Cidade Nova, 13454360 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
1567465643517054,Supermercearia Opção,"Grocery Store, Shopping & Retail",0,"Rua: Pacifico Barbim, 101 Bairro: Estancia de Santa Rita, 13920000 Pedreira",Pedreira,SP,
131122973747726,Claudia Porteiro Buffet,"Caterer, Grocery Store",0,"Rua Futim Elias, 300, 13478-712 Americana",Americana,SP,
968078466561100,Cabana Chopp,Restaurant,0,"Rua Hermam Muller, 251, 13468630 Americana",Americana,SP,
941570969322846,Jhow burger jaguariuna,"Fast Food Restaurant, Cafeteria, Bar",0,"Rua Maria Ângela, 13820000 Jaguariúna",Jaguariúna,SP,
996339223730221,Cheiro Verde,"Restaurant, Grocery Store",0,"padre salvador castella, 13260000 Morungaba",Morungaba,SP,
273044046408854,Sorveteria Show di Bolas,"Gelato Shop, Restaurant",0,"Antonio jose malaquias, 25 - Centro, 13350-000 Elias Fausto",Elias Fausto,SP,
465927863541791,Salgados NEVES,"Cafeteria, Restaurant Wholesaler, Grocery Store",0,"Rua Frederico Magnusson, 298 - Distr. Industrial, 13.347-624 Indaiatuba",Indaiatuba,SP,
226337940848138,Confiança Loja de Conveniencia Ltda-Me,"Candy Store, Shopping & Retail",0,"Av Pedro Mascani, 445, 13253140 Itatiba",Itatiba,SP,
1655389891398052,Pôr do Sol Produtos Nathurais,"Health Food Store, Medical & Health",0,"Rodovia Engenheiro Constâncio Cintra, 13930000 Serra Negra",Serra Negra,SP,
1693826580893384,Duda Andrade Eventos,"Caterer, Wedding Planning Service",0,"Aleixo Antônio Munhoz Castanho, 13820-000 Jaguariúna",Jaguariúna,SP,
573722005994208,Stockyards Angus Sandwich,"Fast Food Restaurant, Sandwich Shop, Food & Beverage Company",0,"R. Maria Ângela, 757 - Loja 2, 13820000 Jaguariúna",Jaguariúna,SP,
240082032807999,Villa da Barra Bar,"Brewery, Pub, Beer Garden",0,"Rua Rui Barbosa, 407 - Centro, 13320-230 Salto",Salto,SP,
685750624801060,Pizzaria Mikelly,"Pizza Place, Diner, Food & Beverage Company",0,"1075  Avenida Paschoal Ardito, 13472-130 Americana",Americana,SP,
476180945858118,Pubers,"Brewery, Wine, Beer & Spirits Store, Pub",0,13202-600 Jundiaí,Jundiaí,SP,
426411940886987,MiMi  Lanchonete e Salgados,"Cafeteria, Grocery Store",0,"Rua Campos Sales, nº 93 - Centro - Próximo Lagoa dos Patos, 13160000 Artur Nogueira",Artur Nogueira,SP,
289681187852852,Sarita Bertini Doces,"Cupcake Shop, Grocery Store",0,"Rua Sete de setembro, 1055, 13160-000 Artur Nogueira",Artur Nogueira,SP,
1739387383007378,Empório Flor de Aurora,Health Food Store,0,"Rua Coronel Pedro Penteado, 686, 13930000 Serra Negra",Serra Negra,SP,
1797000590524354,Restaurante Cantinho DA Picanha,Restaurant,0,"Rua Emancipadores do Município, 13295000 Itupeva",Itupeva,SP,
1751557871746030,Mercearia Santa Elizabeth,"Grocery Store, Department Store",0,"Rua Espanha, 341 Jardim Elizabeth, 13 326 Salto",Salto,SP,
299831873488583,Cantinho da Pizza 10,Pizza Place,0,"Rua Filomena Zupardo, 11, 13256-580 Itatiba",Itatiba,SP,
1075674702496810,Star Coxinhas Salgadaria,"Restaurant, Grocery Store, Shopping & Retail",0,"Rua José Sacoman nº434 São Jerônimo, 3469670 Americana",Americana,SP,
304379226247520,Bar Clube,"Pub, Fast Food Restaurant",0,"Rua Prudente de Moraes, 114, 13900-270 Amparo, Sao Paulo, Brazil",Amparo,SP,
653565801446439,Viana Verde,Grocery Store,0,"rua expedicionarios, 13150000 Cosmópolis",Cosmópolis,SP,
1754148371487141,Supermercado Unibom,"Grocery Store, Foodservice Distributor",0,"Rua Jorge Bellix ,220, 13920000 Pedreira",Pedreira,SP,
1662241250729572,Panificadora Delícias de pães,Bakery,0,"Jardim Triunfo, Flôr do Ypê 201, 13920-000 Pedreira",Pedreira,SP,
704755086350530,Di Prima Steakhouse Americana,"Bar & Grill, Pub",0,"Rua Florença 267, 13478-852 Americana",Americana,SP,
536817963135481,Rogério Salgados,Cafeteria,0,"Avenida Jânio Quadros, 1166, 13190-000 Monte Mor",Monte Mor,SP,
1593822884165281,Liofoods Nutrição Sem Limites,"Health Food Store, Food & Beverage Company",0,"Av. Sargento Gabriel Pedro de Oliveira, 250, 13295-000 Itupeva",Itupeva,SP,
1662680867387868,Praia.Azul,Food & Beverage,0,"rua maranhao 10, Americana",Americana,SP,
169808506412072,Samuca's Lanches,"Cafeteria, Restaurant",0,"Rua Romeu Longo 237 Silvestre IV, 13905-508 Amparo, Sao Paulo, Brazil",Amparo,SP,
401553766653389,Restaurante camping paineiras,Restaurant,0,"Rodovia Marechal Rondon km 115, 13304-350 Itu",Itu,SP,
471981326157672,LE Doces Lembranças,"Dessert Shop, Restaurant",0,"RUA EDUARDO TAVARES, 132, 13216662 Jundiaí",Jundiaí,SP,
241838602539762,Tia Nastácia Soluções em Alimentação,Buffet Restaurant,0,"126  Rua Mário Sproesser, 13190000 Monte Mor",Monte Mor,SP,
278031205636892,Hot Dog e Lanches Trem Bom De MAS,"Fast Food Restaurant, Diner",0,"Praça Pedrina M S Valente, 13910-000 Monte Alegre do Sul",Monte Alegre do Sul,SP,
337825723000871,SONHO MEU - Rotisserie,"Grocery Store, Shopping & Retail",0,"RUA JOSE DELOGIO RUIZ 134 RESIDENCIAL JUNDIAI, 13213-085 Jundiaí",Jundiaí,SP,
418645438307304,Doçuras Tati & Any,"Candy Store, Cupcake Shop",0,"13236534 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
817146841687572,Atelier Fabiane Braga,"Dessert Shop, Grocery Store",0,"Rua Agenir Martinhon Scachetti, Indaiatuba",Indaiatuba,SP,
668089119945968,Só Pãozinho Panificadora,"Grocery Store, Bakery, Cupcake Shop",0,"Avenida Expedicionários Brasileiros, 456, Itatiba",Itatiba,SP,
1746477585614620,Doçuras da Re,Candy Store,0,"luiz leardini, 13218771 Jundiaí",Jundiaí,SP,
218546561642748,Pães e doces Medeiros,"Grocery Store, Bakery, Restaurant",0,"Av. Reynaldo Porcari, 149, 13212258 Jundiaí",Jundiaí,SP,
